GEOID,category,weighted_score
36005018900,Workforce Development/Job Plus Site,4
36005018900,Workforce Development/Workforce1 Career Center,9
36005018900,NA,NA
36005019300,Center,549
36005019300,Family,2789
36005019300,School,239
36005019300,Store,2418
36005019300,Workforce Development/HRA Job Center,17
36005019300,Workforce Development/Job Plus Site,4
36005019300,Workforce Development/Workforce1 Career Center,7
36005019300,NA,NA
36005019400,Center,443
36005019400,Family,1923
36005019400,School,168
36005019400,Store,1361
36005019400,Workforce Development/HRA Job Center,10
36005019400,Workforce Development/Job Plus Site,4
36005019400,Workforce Development/Workforce1 Career Center,6
36005019400,NA,NA
36005019500,Center,633
36005019500,Family,2892
36005019500,School,269
36005019500,Store,2649
36005019500,Workforce Development/HRA Job Center,18
36005019500,Workforce Development/Job Plus Site,4
36005019500,Workforce Development/Workforce1 Career Center,10
36005019500,NA,NA
36005019700,Center,676
36005019700,Family,2930
36005019700,School,286
36005019700,Store,2768
36005019700,Workforce Development/HRA Job Center,19
36005019700,Workforce Development/Job Plus Site,6
36005019700,Workforce Development/Workforce1 Career Center,11
36005019700,NA,NA
36005019900,Center,539
36005019900,Family,2789
36005019900,School,237
36005019900,Store,2368
36005019900,Workforce Development/HRA Job Center,14
36005019900,Workforce Development/Job Plus Site,4
36005019900,Workforce Development/Workforce1 Career Center,9
36005019900,NA,NA
36005020000,Center,511
36005020000,Family,2711
36005020000,School,206
36005020000,Store,1923
36005020000,Workforce Development/HRA Job Center,10
36005020000,Workforce Development/Job Plus Site,4
36005020000,Workforce Development/Workforce1 Career Center,7
36005020000,NA,NA
36005020100,Center,505
36005020100,Family,2719
36005020100,School,209
36005020100,Store,2284
36005020100,Workforce Development/HRA Job Center,13
36005020100,Workforce Development/Job Plus Site,4
36005020100,Workforce Development/Workforce1 Career Center,8
36005020100,NA,NA
36005020200,Center,504
36005020200,Family,2686
36005020200,School,209
36005020200,Store,2060
36005020200,Workforce Development/HRA Job Center,13
36005020200,Workforce Development/Job Plus Site,4
36005020200,Workforce Development/Workforce1 Career Center,6
36005020200,NA,NA
36005020400,Center,454
36005020400,Family,2518
36005020400,School,190
36005020400,Store,1762
36005020400,Workforce Development/HRA Job Center,10
36005020400,Workforce Development/Job Plus Site,4
36005020400,Workforce Development/Workforce1 Career Center,5
36005020400,NA,NA
36005020501,Center,517
36005020501,Family,2720
36005020501,School,215
36005020501,Store,2246
36005020501,Workforce Development/HRA Job Center,11
36005020501,Workforce Development/Job Plus Site,4
36005020501,Workforce Development/Workforce1 Career Center,8
36005020501,NA,NA
36005020502,Center,624
36005020502,Family,2850
36005020502,School,263
36005020502,Store,2592
36005020502,Workforce Development/HRA Job Center,17
36005020502,Workforce Development/Job Plus Site,6
36005020502,Workforce Development/Workforce1 Career Center,9
36005020502,NA,NA
36005020601,Center,537
36005020601,Family,2645
36005020601,School,227
36005020601,Store,2043
36005020601,Workforce Development/HRA Job Center,13
36005020601,Workforce Development/Job Plus Site,4
36005020601,Workforce Development/Workforce1 Career Center,8
36005020601,NA,NA
36005020900,Center,556
36005020900,Family,2804
36005020900,School,236
36005020900,Store,2420
36005020900,Workforce Development/HRA Job Center,14
36005020900,Workforce Development/Job Plus Site,4
36005020900,Workforce Development/Workforce1 Career Center,9
36005020900,NA,NA
36005021001,Center,479
36005021001,Family,2578
36005021001,School,196
36005021001,Store,1855
36005021001,Workforce Development/HRA Job Center,10
36005021001,Workforce Development/Job Plus Site,4
36005021001,Workforce Development/Workforce1 Career Center,5
36005021001,NA,NA
36005021002,Center,439
36005021002,Family,2421
36005021002,School,190
36005021002,Store,1697
36005021002,Workforce Development/HRA Job Center,10
36005021002,Workforce Development/Job Plus Site,4
36005021002,Workforce Development/Workforce1 Career Center,5
36005021002,NA,NA
36005021100,Center,534
36005021100,Family,2759
36005021100,School,220
36005021100,Store,2335
36005021100,Workforce Development/HRA Job Center,13
36005021100,Workforce Development/Job Plus Site,4
36005021100,Workforce Development/Workforce1 Career Center,9
36005021100,NA,NA
36005021200,Center,549
36005021200,Family,2684
36005021200,School,228
36005021200,Store,2107
36005021200,Workforce Development/HRA Job Center,13
36005021200,Workforce Development/Job Plus Site,5
36005021200,Workforce Development/Workforce1 Career Center,8
36005021200,NA,NA
36005021301,Center,494
36005021301,Family,2739
36005021301,School,210
36005021301,Store,2224
36005021301,Workforce Development/HRA Job Center,13
36005021301,Workforce Development/Job Plus Site,4
36005021301,Workforce Development/Workforce1 Career Center,8
36005021301,NA,NA
36005021302,Center,495
36005021302,Family,2729
36005021302,School,208
36005021302,Store,2204
36005021302,Workforce Development/HRA Job Center,13
36005021302,Workforce Development/Job Plus Site,4
36005021302,Workforce Development/Workforce1 Career Center,7
36005021302,NA,NA
36005021501,Center,525
36005021501,Family,2715
36005021501,School,220
36005021501,Store,2311
36005021501,Workforce Development/HRA Job Center,13
36005021501,Workforce Development/Job Plus Site,5
36005021501,Workforce Development/Workforce1 Career Center,8
36005021501,NA,NA
36005021502,Center,511
36005021502,Family,2758
36005021502,School,218
36005021502,Store,2217
36005021502,Workforce Development/HRA Job Center,13
36005021502,Workforce Development/Job Plus Site,4
36005021502,Workforce Development/Workforce1 Career Center,8
36005021502,NA,NA
36005021601,Center,518
36005021601,Family,2654
36005021601,School,214
36005021601,Store,1963
36005021601,Workforce Development/HRA Job Center,10
36005021601,Workforce Development/Job Plus Site,4
36005021601,Workforce Development/Workforce1 Career Center,6
36005021601,NA,NA
36005021602,Center,541
36005021602,Family,2773
36005021602,School,223
36005021602,Store,2105
36005021602,Workforce Development/HRA Job Center,13
36005021602,Workforce Development/Job Plus Site,4
36005021602,Workforce Development/Workforce1 Career Center,8
36005021602,NA,NA
36005021700,Center,529
36005021700,Family,2792
36005021700,School,225
36005021700,Store,2363
36005021700,Workforce Development/HRA Job Center,13
36005021700,Workforce Development/Job Plus Site,4
36005021700,Workforce Development/Workforce1 Career Center,7
36005021700,NA,NA
36005021800,Center,521
36005021800,Family,2716
36005021800,School,211
36005021800,Store,1935
36005021800,Workforce Development/HRA Job Center,10
36005021800,Workforce Development/Job Plus Site,4
36005021800,Workforce Development/Workforce1 Career Center,6
36005021800,NA,NA
36005021900,Center,606
36005021900,Family,2860
36005021900,School,257
36005021900,Store,2574
36005021900,Workforce Development/HRA Job Center,17
36005021900,Workforce Development/Job Plus Site,4
36005021900,Workforce Development/Workforce1 Career Center,9
36005021900,NA,NA
36005022000,Center,532
36005022000,Family,2838
36005022000,School,224
36005022000,Store,2214
36005022000,Workforce Development/HRA Job Center,13
36005022000,Workforce Development/Job Plus Site,4
36005022000,Workforce Development/Workforce1 Career Center,8
36005022000,NA,NA
36005022101,Center,579
36005022101,Family,2840
36005022101,School,248
36005022101,Store,2481
36005022101,Workforce Development/HRA Job Center,17
36005022101,Workforce Development/Job Plus Site,5
36005022101,Workforce Development/Workforce1 Career Center,9
36005022101,NA,NA
36005022102,Center,573
36005022102,Family,2844
36005022102,School,244
36005022102,Store,2472
36005022102,Workforce Development/HRA Job Center,14
36005022102,Workforce Development/Job Plus Site,4
36005022102,Workforce Development/Workforce1 Career Center,9
36005022102,NA,NA
36005022200,Center,538
36005022200,Family,2750
36005022200,School,221
36005022200,Store,2074
36005022200,Workforce Development/HRA Job Center,13
36005022200,Workforce Development/Job Plus Site,4
36005022200,Workforce Development/Workforce1 Career Center,8
36005022200,NA,NA
36005022300,Center,588
36005022300,Family,2863
36005022300,School,252
36005022300,Store,2526
36005022300,Workforce Development/HRA Job Center,18
36005022300,Workforce Development/Job Plus Site,4
36005022300,Workforce Development/Workforce1 Career Center,10
36005022300,NA,NA
36005022401,Center,506
36005022401,Family,2823
36005022401,School,203
36005022401,Store,1970
36005022401,Workforce Development/HRA Job Center,10
36005022401,Workforce Development/Job Plus Site,4
36005022401,Workforce Development/Workforce1 Career Center,6
36005022401,NA,NA
36005022403,Center,512
36005022403,Family,2824
36005022403,School,207
36005022403,Store,1974
36005022403,Workforce Development/HRA Job Center,10
36005022403,Workforce Development/Job Plus Site,4
36005022403,Workforce Development/Workforce1 Career Center,6
36005022403,NA,NA
36005022404,Center,494
36005022404,Family,2818
36005022404,School,202
36005022404,Store,1947
36005022404,Workforce Development/HRA Job Center,10
36005022404,Workforce Development/Job Plus Site,4
36005022404,Workforce Development/Workforce1 Career Center,6
36005022404,NA,NA
36005022500,Center,575
36005022500,Family,2837
36005022500,School,246
36005022500,Store,2554
36005022500,Workforce Development/HRA Job Center,14
36005022500,Workforce Development/Job Plus Site,4
36005022500,Workforce Development/Workforce1 Career Center,9
36005022500,NA,NA
36005022701,Center,572
36005022701,Family,2845
36005022701,School,239
36005022701,Store,2440
36005022701,Workforce Development/HRA Job Center,14
36005022701,Workforce Development/Job Plus Site,4
36005022701,Workforce Development/Workforce1 Career Center,9
36005022701,NA,NA
36005022702,Center,564
36005022702,Family,2818
36005022702,School,242
36005022702,Store,2434
36005022702,Workforce Development/HRA Job Center,14
36005022702,Workforce Development/Job Plus Site,4
36005022702,Workforce Development/Workforce1 Career Center,9
36005022702,NA,NA
36005022703,Center,535
36005022703,Family,2813
36005022703,School,234
36005022703,Store,2385
36005022703,Workforce Development/HRA Job Center,14
36005022703,Workforce Development/Job Plus Site,4
36005022703,Workforce Development/Workforce1 Career Center,8
36005022703,NA,NA
36005022800,Center,497
36005022800,Family,2813
36005022800,School,201
36005022800,Store,1907
36005022800,Workforce Development/HRA Job Center,10
36005022800,Workforce Development/Job Plus Site,4
36005022800,Workforce Development/Workforce1 Career Center,6
36005022800,NA,NA
36005022901,Center,611
36005022901,Family,2866
36005022901,School,260
36005022901,Store,2640
36005022901,Workforce Development/HRA Job Center,15
36005022901,Workforce Development/Job Plus Site,5
36005022901,Workforce Development/Workforce1 Career Center,10
36005022901,NA,NA
36005022902,Center,554
36005022902,Family,2814
36005022902,School,228
36005022902,Store,2390
36005022902,Workforce Development/HRA Job Center,14
36005022902,Workforce Development/Job Plus Site,4
36005022902,Workforce Development/Workforce1 Career Center,9
36005022902,NA,NA
36005023000,Center,502
36005023000,Family,2775
36005023000,School,207
36005023000,Store,1952
36005023000,Workforce Development/HRA Job Center,10
36005023000,Workforce Development/Job Plus Site,4
36005023000,Workforce Development/Workforce1 Career Center,6
36005023000,NA,NA
36005023100,Center,628
36005023100,Family,2899
36005023100,School,269
36005023100,Store,2664
36005023100,Workforce Development/HRA Job Center,17
36005023100,Workforce Development/Job Plus Site,5
36005023100,Workforce Development/Workforce1 Career Center,10
36005023100,NA,NA
36005023200,Center,495
36005023200,Family,2719
36005023200,School,201
36005023200,Store,1891
36005023200,Workforce Development/HRA Job Center,10
36005023200,Workforce Development/Job Plus Site,4
36005023200,Workforce Development/Workforce1 Career Center,6
36005023200,NA,NA
36005023301,Center,597
36005023301,Family,2855
36005023301,School,263
36005023301,Store,2598
36005023301,Workforce Development/HRA Job Center,17
36005023301,Workforce Development/Job Plus Site,4
36005023301,Workforce Development/Workforce1 Career Center,11
36005023301,NA,NA
36005023302,Center,627
36005023302,Family,2896
36005023302,School,268
36005023302,Store,2664
36005023302,Workforce Development/HRA Job Center,18
36005023302,Workforce Development/Job Plus Site,5
36005023302,Workforce Development/Workforce1 Career Center,10
36005023302,NA,NA
36005023501,Center,631
36005023501,Family,2900
36005023501,School,272
36005023501,Store,2702
36005023501,Workforce Development/HRA Job Center,20
36005023501,Workforce Development/Job Plus Site,4
36005023501,Workforce Development/Workforce1 Career Center,11
36005023501,NA,NA
36005023502,Center,674
36005023502,Family,2910
36005023502,School,281
36005023502,Store,2740
36005023502,Workforce Development/HRA Job Center,20
36005023502,Workforce Development/Job Plus Site,5
36005023502,Workforce Development/Workforce1 Career Center,10
36005023502,NA,NA
36005023600,Center,507
36005023600,Family,2790
36005023600,School,207
36005023600,Store,1996
36005023600,Workforce Development/HRA Job Center,10
